params,mean_test_score,rank_test_score,Station,Pollutant,Model
"{'n_estimators': 270, 'min_samples_split': 18, 'min_samples_leaf': 18, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.2213159891002963,22,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.7105263157894737, 'reg_lambda': 9.111627561154886, 'reg_alpha': 5214.008287999684, 'n_estimators': 130, 'min_child_weight': 0.042389130573387786, 'max_leaves': 310, 'max_depth': 5, 'learning_rate': 0.09637578663841088, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 1.0}",0.4757673604766324,22,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 130, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",0.4614836401196066,22,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 278.25594022071255, 'reg_alpha': 385.3528593710528, 'n_estimators': 145, 'min_child_weight': 0.7273165113001455, 'max_leaves': 980, 'max_depth': 25, 'learning_rate': 0.12194734366967383, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.7105263157894737}",0.6535205942154189,22,Salford_Glazebury,O3,xgboost
"{'n_estimators': 335, 'min_samples_split': 14, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.6456901540544402,22,Salford_Glazebury,O3,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 20.565123083486515, 'reg_alpha': 0.0011768119524349979, 'n_estimators': 335, 'min_child_weight': 0.0108160363031071, 'max_leaves': 600, 'max_depth': 5, 'learning_rate': 0.13812763028320094, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.8421052631578947}",0.5098372921909586,23,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 365, 'min_samples_split': 6, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.4735416746967024,23,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 1.291549665014884, 'reg_alpha': 0.015922827933410922, 'n_estimators': 310, 'min_child_weight': 0.05004939102700953, 'max_leaves': 460, 'max_depth': 70, 'learning_rate': 0.060194819738272745, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.7894736842105263}",0.497650789370323,23,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 350, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 35, 'bootstrap': True}",0.4759870279747676,23,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.6842105263157895, 'reg_lambda': 0.007054802310718645, 'reg_alpha': 0.002257019719633919, 'n_estimators': 445, 'min_child_weight': 0.0018387769800823268, 'max_leaves': 650, 'max_depth': 45, 'learning_rate': 0.04317879727332024, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.8421052631578947}",0.5940727047692558,23,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 375, 'min_samples_split': 14, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.5849392197931924,23,Manchester_Piccadilly,O3,randomforest
"{'n_estimators': 170, 'min_samples_split': 4, 'min_samples_leaf': 16, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.2203643327582987,23,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.9736842105263157, 'reg_lambda': 278.2559402207126, 'reg_alpha': 2718.58824273294, 'n_estimators': 280, 'min_child_weight': 0.924553109823357, 'max_leaves': 130, 'max_depth': 70, 'learning_rate': 0.02930446976972143, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 1.0}",0.159388261237563,23,Manchester_Piccadilly,PM2.5,xgboost
"{'subsample': 0.9736842105263157, 'reg_lambda': 64.28073117284319, 'reg_alpha': 2310.1297000831582, 'n_estimators': 425, 'min_child_weight': 2.044660666579116, 'max_leaves': 180, 'max_depth': 60, 'learning_rate': 0.21511234301821672, 'colsample_bytree': 0.631578947368421, 'colsample_bylevel': 0.6842105263157895}",0.4284072558856177,23,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 475, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 55, 'bootstrap': True}",0.4028936763361115,23,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.6842105263157895, 'reg_lambda': 75.6463327554629, 'reg_alpha': 0.01873817422860384, 'n_estimators': 280, 'min_child_weight': 0.016536244070941803, 'max_leaves': 550, 'max_depth': 70, 'learning_rate': 0.08162508514287228, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.8947368421052632}",0.6273570197527223,23,Manchester_Sharston,O3,xgboost
"{'n_estimators': 325, 'min_samples_split': 18, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.6149899674672287,23,Manchester_Sharston,O3,randomforest
"{'subsample': 0.6578947368421053, 'reg_lambda': 0.08111308307896868, 'reg_alpha': 170.73526474706887, 'n_estimators': 465, 'min_child_weight': 2.6968806263906924, 'max_leaves': 530, 'max_depth': 40, 'learning_rate': 0.02930446976972143, 'colsample_bytree': 0.8947368421052632, 'colsample_bylevel': 0.8947368421052632}",0.4829340306329222,23,Salford_Eccles,NOx,xgboost
"{'n_estimators': 330, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.461540817338779,23,Salford_Eccles,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 46.41588833612773, 'reg_alpha': 6135.907273413163, 'n_estimators': 135, 'min_child_weight': 0.03213764344100277, 'max_leaves': 350, 'max_depth': 20, 'learning_rate': 0.5004939102700954, 'colsample_bytree': 0.7105263157894737, 'colsample_bylevel': 0.5526315789473684}",0.2462422464457582,23,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 265, 'min_samples_split': 19, 'min_samples_leaf': 18, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.2199679172076313,23,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 7.74263682681127, 'reg_alpha': 0.005994842503189409, 'n_estimators': 490, 'min_child_weight': 0.004066478091781854, 'max_leaves': 750, 'max_depth': 5, 'learning_rate': 0.09505082962189512, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.763157894736842}",0.4751507308555188,23,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 265, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.461472617679828,23,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.9210526315789473, 'reg_lambda': 533.6699231206302, 'reg_alpha': 28.480358684357988, 'n_estimators': 190, 'min_child_weight': 0.16308906755493324, 'max_leaves': 930, 'max_depth': 60, 'learning_rate': 0.1439847952876008, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.9473684210526315}",0.6532630371631971,23,Salford_Glazebury,O3,xgboost
"{'n_estimators': 375, 'min_samples_split': 14, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.6456573095113359,23,Salford_Glazebury,O3,randomforest
"{'subsample': 0.7105263157894737, 'reg_lambda': 9.111627561154886, 'reg_alpha': 5214.008287999684, 'n_estimators': 130, 'min_child_weight': 0.042389130573387786, 'max_leaves': 310, 'max_depth': 5, 'learning_rate': 0.09637578663841088, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 1.0}",0.5093822027036008,24,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 470, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': 60, 'bootstrap': True}",0.4735269743457713,24,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 75.64633275546291, 'reg_alpha': 20.565123083486515, 'n_estimators': 145, 'min_child_weight': 0.0920296680876041, 'max_leaves': 820, 'max_depth': 10, 'learning_rate': 0.06188468238624386, 'colsample_bytree': 0.9210526315789473, 'colsample_bylevel': 0.631578947368421}",0.4973393810706578,24,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 255, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 45, 'bootstrap': True}",0.4758554931878048,24,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 28.48035868435799, 'reg_alpha': 0.21544346900318823, 'n_estimators': 495, 'min_child_weight': 0.16010644613183178, 'max_leaves': 860, 'max_depth': 10, 'learning_rate': 0.03657010880777491, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 1.0}",0.5938795294681208,24,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 320, 'min_samples_split': 17, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 40, 'bootstrap': True}",0.5848823267595495,24,Manchester_Piccadilly,O3,randomforest
"{'n_estimators': 490, 'min_samples_split': 14, 'min_samples_leaf': 15, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.2199446349756848,24,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.5789473684210527, 'reg_lambda': 2310.1297000831582, 'reg_alpha': 4.037017258596554, 'n_estimators': 140, 'min_child_weight': 0.09908136566858666, 'max_leaves': 360, 'max_depth': 20, 'learning_rate': 0.6245844712439618, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.7894736842105263}",0.1572372404535991,24,Manchester_Piccadilly,PM2.5,xgboost
"{'subsample': 0.7105263157894737, 'reg_lambda': 123.2846739442066, 'reg_alpha': 0.03593813663804627, 'n_estimators': 115, 'min_child_weight': 0.020636177678638585, 'max_leaves': 700, 'max_depth': 70, 'learning_rate': 0.1847281437099634, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.7105263157894737}",0.4279270098708446,24,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 320, 'min_samples_split': 17, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 40, 'bootstrap': True}",0.4028243936320789,24,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 145.082877849594, 'reg_alpha': 739.0722033525776, 'n_estimators': 500, 'min_child_weight': 0.44186599563859413, 'max_leaves': 310, 'max_depth': 30, 'learning_rate': 0.04563716281924759, 'colsample_bytree': 0.8947368421052632, 'colsample_bylevel': 0.7368421052631579}",0.6270865140479487,24,Manchester_Sharston,O3,xgboost
"{'n_estimators': 255, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 45, 'bootstrap': True}",0.6149880152197669,24,Manchester_Sharston,O3,randomforest
"{'subsample': 0.9736842105263157, 'reg_lambda': 12.618568830660209, 'reg_alpha': 0.09545484566618337, 'n_estimators': 240, 'min_child_weight': 0.08087524908770453, 'max_leaves': 920, 'max_depth': 25, 'learning_rate': 0.01593693530381775, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.6842105263157895}",0.4828460981357579,24,Salford_Eccles,NOx,xgboost
"{'n_estimators': 365, 'min_samples_split': 6, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.4615360039794478,24,Salford_Eccles,NOx,randomforest
"{'subsample': 0.9736842105263157, 'reg_lambda': 6135.907273413163, 'reg_alpha': 0.04977023564332109, 'n_estimators': 355, 'min_child_weight': 0.001528863588058731, 'max_leaves': 460, 'max_depth': 70, 'learning_rate': 0.11698664131013069, 'colsample_bytree': 0.868421052631579, 'colsample_bylevel': 0.9473684210526315}",0.244694119316032,24,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 235, 'min_samples_split': 19, 'min_samples_leaf': 18, 'max_features': 'log2', 'max_depth': 30, 'bootstrap': True}",0.2196301749110595,24,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 7220.8090183854565, 'reg_alpha': 0.9326033468832199, 'n_estimators': 475, 'min_child_weight': 8.951664721378293, 'max_leaves': 380, 'max_depth': 5, 'learning_rate': 0.3303985069871858, 'colsample_bytree': 0.7368421052631579, 'colsample_bylevel': 0.868421052631579}",0.4750935797086437,24,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 195, 'min_samples_split': 19, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",0.4613928116583583,24,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 0.0026560877829466863, 'reg_alpha': 0.13219411484660287, 'n_estimators': 355, 'min_child_weight': 0.021412201548157293, 'max_leaves': 980, 'max_depth': 70, 'learning_rate': 0.012948648711459043, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.5}",0.6526780127167253,24,Salford_Glazebury,O3,xgboost
"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.6455686784632974,24,Salford_Glazebury,O3,randomforest
"{'subsample': 0.763157894736842, 'reg_lambda': 2.915053062825176, 'reg_alpha': 14.849682622544634, 'n_estimators': 415, 'min_child_weight': 0.28373036165162113, 'max_leaves': 720, 'max_depth': 30, 'learning_rate': 0.0561692982416381, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.7105263157894737}",0.5084342244468647,25,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 265, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2', 'max_depth': 65, 'bootstrap': True}",0.4735070478932047,25,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.5789473684210527, 'reg_lambda': 2310.1297000831582, 'reg_alpha': 4.037017258596554, 'n_estimators': 140, 'min_child_weight': 0.09908136566858666, 'max_leaves': 360, 'max_depth': 20, 'learning_rate': 0.6245844712439618, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.7894736842105263}",0.4963832816275106,25,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 320, 'min_samples_split': 17, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 40, 'bootstrap': True}",0.4758193698869083,25,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.008302175681319744, 'reg_alpha': 145.082877849594, 'n_estimators': 195, 'min_child_weight': 0.09908136566858666, 'max_leaves': 310, 'max_depth': 55, 'learning_rate': 0.0577461515235982, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.763157894736842}",0.593151622023537,25,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 445, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.5847582284057247,25,Manchester_Piccadilly,O3,randomforest
"{'n_estimators': 420, 'min_samples_split': 10, 'min_samples_leaf': 15, 'max_features': 'sqrt', 'max_depth': 25, 'bootstrap': True}",0.219943691538316,25,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.9210526315789473, 'reg_lambda': 533.6699231206302, 'reg_alpha': 28.48035868435799, 'n_estimators': 190, 'min_child_weight': 0.16308906755493327, 'max_leaves': 930, 'max_depth': 60, 'learning_rate': 0.1439847952876008, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.9473684210526315}",0.1563958057858525,25,Manchester_Piccadilly,PM2.5,xgboost
"{'subsample': 0.763157894736842, 'reg_lambda': 2.915053062825176, 'reg_alpha': 14.849682622544634, 'n_estimators': 415, 'min_child_weight': 0.28373036165162113, 'max_leaves': 720, 'max_depth': 30, 'learning_rate': 0.0561692982416381, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.7105263157894737}",0.4275688411697635,25,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 345, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.4027972837158967,25,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 1204.503540258781, 'reg_alpha': 0.001, 'n_estimators': 435, 'min_child_weight': 0.13560151105656332, 'max_leaves': 980, 'max_depth': 30, 'learning_rate': 0.07616641716552891, 'colsample_bytree': 0.5, 'colsample_bylevel': 0.7894736842105263}",0.6267524443719832,25,Manchester_Sharston,O3,xgboost
"{'n_estimators': 480, 'min_samples_split': 6, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",0.6149833087765229,25,Manchester_Sharston,O3,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 0.008302175681319742, 'reg_alpha': 89.02150854450375, 'n_estimators': 295, 'min_child_weight': 0.06480719826311968, 'max_leaves': 150, 'max_depth': 70, 'learning_rate': 0.04958962013837214, 'colsample_bytree': 0.7368421052631579, 'colsample_bylevel': 0.8421052631578947}",0.4825397833471387,25,Salford_Eccles,NOx,xgboost
"{'n_estimators': 415, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 25, 'bootstrap': True}",0.4614320701731637,25,Salford_Eccles,NOx,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 123.2846739442066, 'reg_alpha': 0.01873817422860384, 'n_estimators': 345, 'min_child_weight': 0.16308906755493324, 'max_leaves': 840, 'max_depth': 55, 'learning_rate': 0.03140465219496752, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.6578947368421053}",0.2443735233737327,25,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 375, 'min_samples_split': 20, 'min_samples_leaf': 18, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.2191005882428295,25,Salford_Eccles,PM2.5,randomforest
"{'n_estimators': 375, 'min_samples_split': 7, 'min_samples_leaf': 18, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.2191005882428295,25,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 1.2915496650148839, 'reg_alpha': 0.015922827933410922, 'n_estimators': 310, 'min_child_weight': 0.05004939102700953, 'max_leaves': 460, 'max_depth': 70, 'learning_rate': 0.060194819738272745, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.7894736842105263}",0.4746086546611671,25,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 215, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 35, 'bootstrap': True}",0.461308994084033,25,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 89.02150854450375, 'reg_alpha': 0.08111308307896868, 'n_estimators': 325, 'min_child_weight': 0.01847281437099634, 'max_leaves': 780, 'max_depth': 65, 'learning_rate': 0.014666708663439686, 'colsample_bytree': 0.7894736842105263, 'colsample_bylevel': 0.5263157894736842}",0.6525161842128506,25,Salford_Glazebury,O3,xgboost
"{'n_estimators': 190, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",0.6454908035097653,25,Salford_Glazebury,O3,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 278.25594022071255, 'reg_alpha': 385.3528593710528, 'n_estimators': 145, 'min_child_weight': 0.7273165113001455, 'max_leaves': 980, 'max_depth': 25, 'learning_rate': 0.12194734366967383, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.7105263157894737}",0.5074365212517187,26,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 190, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",0.4734136511514838,26,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 2.477076355991709, 'reg_alpha': 12.61856883066021, 'n_estimators': 330, 'min_child_weight': 1.7968383907677192, 'max_leaves': 900, 'max_depth': 45, 'learning_rate': 0.08627237292461451, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.6842105263157895}",0.4960697099325971,26,Manchester_Piccadilly,NOx,xgboost
