ds,rate_of_change,type,station,pollutant
2018-01-15,-0.12182723625100067,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-01-22,-0.12898281136178014,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-01-29,-0.12910100718659123,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-02-05,-0.11890282903318194,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-02-12,-0.10757500356224625,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-02-19,-0.08852511606997382,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-02-26,-0.058397639331246864,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-03-05,-0.028410541039448844,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-03-12,-0.012225288653532118,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-03-19,-0.011503675242863665,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-03-26,-0.012274249795027004,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-04-02,-0.01782320688643324,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-04-09,-0.031657053755786535,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-04-16,-0.04840882631726373,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-04-23,-0.06163255918294652,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-04-30,-0.06797290808530221,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-05-07,-0.06760236387264484,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-05-14,-0.06727319138380494,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-05-21,-0.0665525825771951,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-05-28,-0.06349020880325895,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-06-04,-0.0628580976109987,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-06-11,-0.061334151861551334,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-06-18,-0.057343129411087546,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-06-25,-0.048165289670834,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-07-02,-0.034456003724343987,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-07-09,-0.018836123870293875,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-07-16,-0.003944715013808775,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-07-23,0.0072319541388949915,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-07-30,0.014542636416749133,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-08-06,0.015865369377031868,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-08-13,0.01725118636397127,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-08-20,0.017286550422490166,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-08-27,0.017332488770271937,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-09-03,0.014362736153927358,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-09-10,0.01129937572954276,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-09-17,0.0006391795075089135,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-09-24,-0.017042960113677452,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-10-01,-0.026771065560986074,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-10-08,-0.0424042619947258,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-10-15,-0.04824101153489835,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-10-22,-0.048919688101861425,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-10-29,-0.048309727117334944,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-11-05,-0.04300446967105387,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-11-12,-0.02992587215231879,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-11-19,-0.015001115098435491,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-11-26,-0.002407721377615246,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-12-03,0.009471048629151824,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-12-10,0.016838819971418673,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-12-17,0.020540129630170156,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-12-24,0.020872550140126123,ALLVAR_normet,Manchester_Piccadilly,NOx
2018-12-31,0.02085292954475193,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-01-07,0.02084931575425486,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-01-14,0.02045495133378239,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-01-21,0.02021970423006536,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-01-28,0.019389848942928722,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-02-04,0.019387072909246683,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-02-11,0.019135296440190075,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-02-18,0.01904600075931029,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-02-25,0.01930822396558085,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-03-04,0.020568581247729867,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-03-11,0.022053705380415067,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-03-18,0.02287204020633027,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-03-25,0.022899719709172928,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-04-01,0.022986058109097485,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-04-08,0.0226906030595444,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-04-15,0.020903605388845392,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-04-22,0.014456242869471225,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-04-29,0.005762575711052875,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-05-06,-0.0023529950396721233,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-05-13,-0.010222520960326165,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-05-20,-0.020303220529775956,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-05-27,-0.028285554410466318,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-06-03,-0.04323687048117364,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-06-10,-0.0581053763611834,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-06-17,-0.07184899445493897,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-06-24,-0.0787142399989591,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-07-01,-0.08240369170030704,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-07-08,-0.08435047425317777,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-07-15,-0.08489359580324418,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-07-22,-0.08516072900212635,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-07-29,-0.09087507984666843,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-08-05,-0.10471925550934458,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-08-12,-0.13016201739393551,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-08-19,-0.17018135121290356,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-08-26,-0.2251215500766648,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-09-02,-0.2908274784854683,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-09-09,-0.3584820726342457,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-09-16,-0.4239074104742855,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-09-23,-0.4818880335209528,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-09-30,-0.5285450723885461,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-10-07,-0.5703731924760191,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-10-14,-0.6070700146168306,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-10-21,-0.6304275577934959,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-10-28,-0.6476222542936867,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-11-04,-0.6561559831646804,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-11-11,-0.6366744818455317,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-11-18,-0.5652311665556411,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-11-25,-0.4739931596437188,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-12-02,-0.38081480325062245,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-12-09,-0.2967083208292891,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-12-16,-0.22550168626212042,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-12-23,-0.17052023875515943,ALLVAR_normet,Manchester_Piccadilly,NOx
2019-12-30,-0.1296621270831153,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-01-06,-0.10597792126448269,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-01-13,-0.09315508196596056,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-01-20,-0.09065323532943381,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-01-27,-0.11664204276063117,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-02-03,-0.17752021666553475,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-02-10,-0.27174542370455157,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-02-17,-0.393423432357352,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-02-24,-0.5256511141540514,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-03-02,-0.6431723240552643,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-03-09,-0.7164528672185142,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-03-16,-0.7283225135767566,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-03-23,-0.6757923664858723,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-03-30,-0.5591004539027153,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-04-06,-0.3946020291736474,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-04-13,-0.21390636001363816,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-04-20,-0.04339478126472329,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-04-27,0.10765991229083482,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-05-04,0.23260072188429604,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-05-11,0.32315563130607927,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-05-18,0.3775138583856119,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-05-25,0.39878451960268535,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-06-01,0.39631384230374067,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-06-08,0.3867455375847584,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-06-15,0.34860318335567086,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-06-22,0.287219048271119,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-06-29,0.22286966798237273,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-07-06,0.1601843710607298,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-07-13,0.10888270170591596,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-07-20,0.06602371653177386,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-07-27,0.05526500321492023,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-08-03,0.053034000750251664,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-08-10,0.051602257744768565,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-08-17,0.056898966077099544,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-08-24,0.06052493803541381,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-08-31,0.06077534557480391,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-09-07,0.06079032185939326,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-09-14,0.05697956263263393,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-09-21,0.050680977981500064,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-09-28,0.04043458216013107,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-10-05,0.028066559050245132,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-10-12,0.01766461592604429,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-10-19,0.010591039126119028,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-10-26,0.006990564816995004,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-11-02,0.003516281417446976,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-11-09,-0.004906192544552823,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-11-16,-0.016869812626090663,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-11-23,-0.029731771605533197,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-11-30,-0.041877284897495315,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-12-07,-0.0516748688690285,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-12-14,-0.05478415167395667,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-12-21,-0.05522203928635605,ALLVAR_normet,Manchester_Piccadilly,NOx
2020-12-28,-0.0600038714096911,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-01-04,-0.06474982719295497,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-01-11,-0.06627399948677493,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-01-18,-0.06671317445601943,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-01-25,-0.06717682916440282,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-02-01,-0.06637365986785682,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-02-08,-0.05168910963043061,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-02-15,-0.020422139123816407,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-02-22,0.021879675059551573,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-03-01,0.06379228833548467,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-03-08,0.09666230087024275,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-03-15,0.1140229898941385,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-03-22,0.11425672333484727,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-03-29,0.11404778398785709,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-04-05,0.11271664037486318,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-04-12,0.10074141079617505,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-04-19,0.08031368556155627,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-04-26,0.055492314527469944,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-05-03,0.028891097805150423,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-05-10,0.002856717276252141,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-05-17,-0.019467946569186267,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-05-24,-0.03664235139807914,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-05-31,-0.046202356490915975,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-06-07,-0.04608341103853775,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-06-14,-0.0463690978106186,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-06-21,-0.0444391769177912,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-06-28,-0.04233374970123549,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-07-05,-0.037942765104574505,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-07-12,-0.03331554886310073,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-07-19,-0.03329226520631323,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-07-26,-0.03352499795870045,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-08-02,-0.033886417277685155,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-08-09,-0.033915391289340846,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-08-16,-0.03417478205138025,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-08-23,-0.034046512243421034,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-08-30,-0.03430024961280509,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-09-06,-0.033881298121464454,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-09-13,-0.031653006498800096,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-09-20,-0.022955126717036478,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-09-27,-0.016668077593372743,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-10-04,-0.0039157223072194824,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-10-11,0.005863704563957128,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-10-18,0.012578556643575212,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-10-25,0.01661106620112207,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-11-01,0.01646470403970568,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-11-08,0.016671728983915557,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-11-15,0.010780591111824833,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-11-22,-0.006411943161062084,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-11-29,-0.031642141473120944,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-12-06,-0.05963749580488553,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-12-13,-0.08650034202605639,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-12-20,-0.10772443219435246,ALLVAR_normet,Manchester_Piccadilly,NOx
2021-12-27,-0.12042432392414781,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-01-03,-0.12426164528122996,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-01-10,-0.12461064705732383,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-01-17,-0.12479069405831922,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-01-24,-0.12291632577363742,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-01-31,-0.11331485581489176,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-02-07,-0.08848101039275491,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-02-14,-0.05504815346880321,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-02-21,-0.0212638514519341,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-02-28,0.00440860549810651,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-03-07,0.014002607456525595,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-03-14,0.013939186503350243,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-03-21,0.012317068640989248,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-03-28,-0.008959081306784356,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-04-04,-0.04768364016747739,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-04-11,-0.06652565447282655,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-04-18,-0.10758558510328697,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-04-25,-0.13261769013297453,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-05-02,-0.14456900215160573,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-05-09,-0.14440648815255486,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-05-16,-0.14346696048849594,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-05-23,-0.1381628673184494,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-05-30,-0.1302194597554589,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-06-06,-0.12185934110121366,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-06-13,-0.11403276034050691,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-06-20,-0.10430917443893861,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-06-27,-0.09239664945089032,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-07-04,-0.08204789711738414,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-07-11,-0.07773699809203549,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-07-18,-0.07754475280278683,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-07-25,-0.07757162779075344,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-08-01,-0.07909640550820285,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-08-08,-0.08611211778004702,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-08-15,-0.09465544361356848,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-08-22,-0.09810933554675927,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-08-29,-0.09783252388598385,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-09-05,-0.0981299765008643,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-09-12,-0.09803918723926586,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-09-19,-0.09531070592048962,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-09-26,-0.09122241650818097,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-10-03,-0.09030026317184081,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-10-10,-0.08981561489997603,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-10-17,-0.08872863165282752,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-10-24,-0.08872876500421256,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-10-31,-0.09343862822468907,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-11-07,-0.11088996446851951,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-11-14,-0.13941173797634576,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-11-21,-0.17358607252647573,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-11-28,-0.20450176426540168,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-12-05,-0.22683191684152604,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-12-12,-0.2384468195630305,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-12-19,-0.2460255092842587,ALLVAR_normet,Manchester_Piccadilly,NOx
2022-12-26,-0.2525131058632155,ALLVAR_normet,Manchester_Piccadilly,NOx
2016-01-04,,ALLVAR,Manchester_Piccadilly,NOx
2016-01-11,0.04934910417041749,ALLVAR,Manchester_Piccadilly,NOx
2016-01-18,0.08065745220726939,ALLVAR,Manchester_Piccadilly,NOx
2016-01-25,0.08851424214686432,ALLVAR,Manchester_Piccadilly,NOx
2016-02-01,0.08991120181043755,ALLVAR,Manchester_Piccadilly,NOx
2016-02-08,0.08882128822236268,ALLVAR,Manchester_Piccadilly,NOx
2016-02-15,0.07353558291934803,ALLVAR,Manchester_Piccadilly,NOx
2016-02-22,0.05477237806294255,ALLVAR,Manchester_Piccadilly,NOx
2016-02-29,0.032354835255489434,ALLVAR,Manchester_Piccadilly,NOx
2016-03-07,0.002959746143432085,ALLVAR,Manchester_Piccadilly,NOx
2016-03-14,-0.031964758374485314,ALLVAR,Manchester_Piccadilly,NOx
2016-03-21,-0.06599203634488049,ALLVAR,Manchester_Piccadilly,NOx
2016-03-28,-0.09661496367245093,ALLVAR,Manchester_Piccadilly,NOx
2016-04-04,-0.12269841152325256,ALLVAR,Manchester_Piccadilly,NOx
2016-04-11,-0.1430416466592348,ALLVAR,Manchester_Piccadilly,NOx
2016-04-18,-0.1565423424485317,ALLVAR,Manchester_Piccadilly,NOx
2016-04-25,-0.16786571438760944,ALLVAR,Manchester_Piccadilly,NOx
2016-05-02,-0.17800231992099214,ALLVAR,Manchester_Piccadilly,NOx
2016-05-09,-0.1838446683343804,ALLVAR,Manchester_Piccadilly,NOx
2016-05-16,-0.1863728376319429,ALLVAR,Manchester_Piccadilly,NOx
2016-05-23,-0.1896490870436196,ALLVAR,Manchester_Piccadilly,NOx
2016-05-30,-0.18977839694959187,ALLVAR,Manchester_Piccadilly,NOx
2016-06-06,-0.17822532327460294,ALLVAR,Manchester_Piccadilly,NOx
2016-06-13,-0.13501340135287165,ALLVAR,Manchester_Piccadilly,NOx
2016-06-20,-0.1096180230678172,ALLVAR,Manchester_Piccadilly,NOx
2016-06-27,-0.1096180230678101,ALLVAR,Manchester_Piccadilly,NOx
2016-07-04,-0.1096180230678101,ALLVAR,Manchester_Piccadilly,NOx
2016-07-11,-0.1096180230678172,ALLVAR,Manchester_Piccadilly,NOx
2016-07-18,-0.1096180230678101,ALLVAR,Manchester_Piccadilly,NOx
2016-07-25,-0.08460617180518426,ALLVAR,Manchester_Piccadilly,NOx
2016-08-01,-0.08146019713753816,ALLVAR,Manchester_Piccadilly,NOx
2016-08-08,-0.08008329023036254,ALLVAR,Manchester_Piccadilly,NOx
2016-08-15,-0.07971778537407204,ALLVAR,Manchester_Piccadilly,NOx
2016-08-22,-0.0799333395049473,ALLVAR,Manchester_Piccadilly,NOx
2016-08-29,-0.07622941559489504,ALLVAR,Manchester_Piccadilly,NOx
2016-09-05,-0.06260826666684238,ALLVAR,Manchester_Piccadilly,NOx
2016-09-12,-0.03778339836743072,ALLVAR,Manchester_Piccadilly,NOx
2016-09-19,-0.0017354830473124139,ALLVAR,Manchester_Piccadilly,NOx
2016-09-26,0.04699821975042795,ALLVAR,Manchester_Piccadilly,NOx
2016-10-03,0.10178186795941713,ALLVAR,Manchester_Piccadilly,NOx
2016-10-10,0.15605639146402694,ALLVAR,Manchester_Piccadilly,NOx
2016-10-17,0.20733486541970336,ALLVAR,Manchester_Piccadilly,NOx
2016-10-24,0.23406175436009136,ALLVAR,Manchester_Piccadilly,NOx
2016-10-31,0.23558848969351232,ALLVAR,Manchester_Piccadilly,NOx
2016-11-07,0.20100668186537973,ALLVAR,Manchester_Piccadilly,NOx
2016-11-14,0.1333229634508868,ALLVAR,Manchester_Piccadilly,NOx
2016-11-21,0.04104864266498254,ALLVAR,Manchester_Piccadilly,NOx
2016-11-28,-0.07681284264050703,ALLVAR,Manchester_Piccadilly,NOx
2016-12-05,-0.16438129702078896,ALLVAR,Manchester_Piccadilly,NOx
2016-12-12,-0.2784406618228772,ALLVAR,Manchester_Piccadilly,NOx
2016-12-19,-0.3645631885798579,ALLVAR,Manchester_Piccadilly,NOx
2016-12-26,-0.42895477441117436,ALLVAR,Manchester_Piccadilly,NOx
2017-01-02,-0.4700058670553702,ALLVAR,Manchester_Piccadilly,NOx
2017-01-09,-0.48539560713182794,ALLVAR,Manchester_Piccadilly,NOx
2017-01-16,-0.4790463168784811,ALLVAR,Manchester_Piccadilly,NOx
2017-01-23,-0.4688912510279337,ALLVAR,Manchester_Piccadilly,NOx
2017-01-30,-0.397049455357795,ALLVAR,Manchester_Piccadilly,NOx
2017-02-06,-0.3447083178026631,ALLVAR,Manchester_Piccadilly,NOx
2017-02-13,-0.2537805498589094,ALLVAR,Manchester_Piccadilly,NOx
2017-02-20,-0.16752094442600196,ALLVAR,Manchester_Piccadilly,NOx
2017-02-27,-0.08554237164638323,ALLVAR,Manchester_Piccadilly,NOx
2017-03-06,-0.02316432309115868,ALLVAR,Manchester_Piccadilly,NOx
2017-03-13,0.007471379830889191,ALLVAR,Manchester_Piccadilly,NOx
2017-03-20,0.00714475622010724,ALLVAR,Manchester_Piccadilly,NOx
2017-03-27,-0.007540099063028549,ALLVAR,Manchester_Piccadilly,NOx
2017-04-03,-0.026636850521292388,ALLVAR,Manchester_Piccadilly,NOx
2017-04-10,-0.04344473973918639,ALLVAR,Manchester_Piccadilly,NOx
2017-04-17,-0.0437810632308242,ALLVAR,Manchester_Piccadilly,NOx
2017-04-24,-0.043019727632795934,ALLVAR,Manchester_Piccadilly,NOx
2017-05-01,-0.03775892052571095,ALLVAR,Manchester_Piccadilly,NOx
2017-05-08,-0.03023701304600479,ALLVAR,Manchester_Piccadilly,NOx
2017-05-15,-0.021696441813944034,ALLVAR,Manchester_Piccadilly,NOx
2017-05-22,-0.014616966982551105,ALLVAR,Manchester_Piccadilly,NOx
